ID,Centrally symmetric,Dimension,Degree,Zero barycentre,Zero dual barycentre,Volume,# Vertices,# Facets,Class
2134,False,6,62926,False,False,63,63,12,Non-additive
2135,False,6,53382,False,False,63,63,12,Non-additive
2136,False,6,41670,False,False,96,96,14,Non-additive
2137,False,6,48615,False,False,80,80,13,(Not uniquely) additive
2138,False,6,52032,False,False,68,68,12,Non-additive
2139,False,6,53280,False,False,72,72,13,Non-additive
2140,False,6,62160,False,False,60,60,12,(Not uniquely) additive
2141,False,6,69195,False,False,60,60,12,Non-additive
2142,False,6,70779,False,False,48,48,11,Non-additive
2143,False,6,115776,False,False,48,48,11,(Not uniquely) additive
2144,False,6,107193,False,False,48,48,11,Non-additive
2145,False,6,87391,False,False,60,60,12,(Not uniquely) additive
2146,False,6,50598,False,False,72,72,13,Non-additive
2147,False,6,81463,False,False,60,60,12,(Not uniquely) additive
2148,False,6,68321,False,False,64,64,12,(Not uniquely) additive
2149,False,6,58495,False,False,60,60,12,Non-additive
2150,False,6,89360,False,False,48,48,11,(Not uniquely) additive
2151,False,6,103091,False,False,60,60,12,(Not uniquely) additive
2152,False,6,55934,False,False,72,72,13,Non-additive
2153,False,6,76819,False,False,60,60,12,(Not uniquely) additive
2154,False,6,66960,False,False,60,60,12,(Not uniquely) additive
2155,False,6,43680,False,False,72,72,13,Non-additive
2156,False,6,39798,False,False,72,72,13,Non-additive
2157,False,6,34566,False,False,72,72,13,Non-additive
2158,False,6,52615,False,False,60,60,12,Non-additive
2159,False,6,66009,False,False,64,64,12,(Not uniquely) additive
2160,False,6,57360,False,False,60,60,12,(Not uniquely) additive
2161,False,6,60871,False,False,60,60,12,(Not uniquely) additive
2162,False,6,58969,False,False,64,64,12,Non-additive
2163,False,6,41859,False,False,60,60,12,Non-additive
2164,False,6,68543,False,False,48,48,11,Non-additive
2165,False,6,57147,False,False,48,48,11,Non-additive
2166,False,6,71309,False,False,48,48,11,Non-additive
2167,False,6,63998,False,False,54,54,11,Non-additive
2168,False,6,39919,False,False,72,72,12,Non-additive
2169,False,6,57341,False,False,54,54,11,Non-additive
2170,False,6,108089,False,False,48,48,11,Non-additive
2171,False,6,88910,False,False,64,64,12,(Not uniquely) additive
2172,False,6,65349,False,False,64,64,12,Non-additive
2173,False,6,97704,False,False,48,48,11,(Not uniquely) additive
2174,False,6,53039,False,False,68,68,12,Non-additive
2175,False,6,55560,False,False,64,64,12,(Not uniquely) additive
2176,False,6,67660,False,False,64,64,12,(Not uniquely) additive
2177,False,6,40818,False,False,64,64,12,Non-additive
2178,False,6,55755,False,False,52,52,11,Non-additive
2179,False,6,88241,False,False,52,52,11,(Not uniquely) additive
2180,False,6,88075,False,False,52,52,11,(Not uniquely) additive
2181,False,6,71040,False,False,48,48,11,(Not uniquely) additive
2182,False,6,46581,False,False,60,60,12,Non-additive
2183,False,6,72192,False,False,48,48,11,Non-additive
2184,False,6,49152,False,False,48,48,11,Non-additive
2185,False,6,74763,False,False,36,36,10,Non-additive
2186,False,6,195840,False,False,36,36,10,(Not uniquely) additive
2187,False,6,110472,False,False,48,48,11,(Not uniquely) additive
2188,False,6,57555,False,False,60,60,12,Non-additive
2189,False,6,92588,False,False,51,51,11,(Not uniquely) additive
2190,False,6,90100,False,False,51,51,11,(Not uniquely) additive
2191,False,6,73368,False,False,51,51,11,(Not uniquely) additive
2192,False,6,104663,False,False,48,48,11,(Not uniquely) additive
2193,False,6,116720,False,False,48,48,11,(Not uniquely) additive
2194,False,6,59252,False,False,60,60,12,Non-additive
2195,False,6,79622,False,False,52,52,11,(Not uniquely) additive
2196,False,6,77739,False,False,48,48,11,(Not uniquely) additive
2197,False,6,91728,False,False,48,48,11,(Not uniquely) additive
2198,False,6,52464,False,False,60,60,12,Non-additive
2199,False,6,73776,False,False,48,48,11,Non-additive
2200,False,6,48165,False,False,60,60,12,Non-additive
2201,False,6,42282,False,False,60,60,12,Non-additive
2202,False,6,73563,False,False,51,51,11,(Not uniquely) additive
2203,False,6,79882,False,False,52,52,11,(Not uniquely) additive
2204,False,6,70376,False,False,48,48,11,(Not uniquely) additive
2205,False,6,77585,False,False,48,48,11,(Not uniquely) additive
2206,False,6,55461,False,False,48,48,11,Non-additive
2207,False,6,40383,False,False,48,48,11,Non-additive
2208,False,6,118773,False,False,36,36,10,(Not uniquely) additive
2209,False,6,96230,False,False,60,60,12,(Not uniquely) additive
2210,False,6,53916,False,False,72,72,13,Non-additive
2211,False,6,92678,False,False,60,60,12,(Not uniquely) additive
2212,False,6,75322,False,False,64,64,12,(Not uniquely) additive
2213,False,6,60422,False,False,60,60,12,Non-additive
2214,False,6,99184,False,False,48,48,11,(Not uniquely) additive
2215,False,6,98906,False,False,60,60,12,(Not uniquely) additive
2216,False,6,53204,False,False,72,72,13,Non-additive
2217,False,6,81706,False,False,60,60,12,(Not uniquely) additive
2218,False,6,91405,False,False,60,60,12,(Not uniquely) additive
2219,False,6,49530,False,False,72,72,13,Non-additive
2220,False,6,65005,False,False,60,60,12,Non-additive
2221,False,6,78552,False,False,60,60,12,(Not uniquely) additive
2222,False,6,47280,False,False,72,72,13,Non-additive
2223,False,6,45030,False,False,72,72,13,Non-additive
2224,False,6,40644,False,False,72,72,13,Non-additive
2225,False,6,38394,False,False,72,72,13,Non-additive
2226,False,6,57439,False,False,63,63,12,Non-additive
2227,False,6,65699,False,False,60,60,12,Non-additive
2228,False,6,68880,False,False,64,64,12,(Not uniquely) additive
2229,False,6,60874,False,False,60,60,12,Non-additive
2230,False,6,59352,False,False,63,63,12,(Not uniquely) additive
2231,False,6,70248,False,False,60,60,12,(Not uniquely) additive
2232,False,6,75491,False,False,60,60,12,(Not uniquely) additive
2233,False,6,59752,False,False,64,64,12,Non-additive
2234,False,6,53061,False,False,60,60,12,Non-additive
2235,False,6,161551,False,False,48,48,11,(Not uniquely) additive
2236,False,6,101738,False,False,48,48,11,(Not uniquely) additive
2237,False,6,92325,False,False,48,48,11,(Not uniquely) additive
2238,False,6,131008,False,False,48,48,11,(Not uniquely) additive
2239,False,6,136850,False,False,48,48,11,(Not uniquely) additive
2240,False,6,146657,False,False,48,48,11,(Not uniquely) additive
2241,False,6,80990,False,False,64,64,12,(Not uniquely) additive
2242,False,6,65543,False,False,64,64,12,Non-additive
2243,False,6,64762,False,False,60,60,12,Non-additive
2244,False,6,93264,False,False,48,48,11,(Not uniquely) additive
2245,False,6,55910,False,False,68,68,12,Non-additive
2246,False,6,61376,False,False,64,64,12,Non-additive
2247,False,6,61320,False,False,64,64,12,(Not uniquely) additive
2248,False,6,66932,False,False,64,64,12,(Not uniquely) additive
2249,False,6,47262,False,False,64,64,12,Non-additive
2250,False,6,77877,False,False,52,52,11,(Not uniquely) additive
2251,False,6,56484,False,False,64,64,12,Non-additive
2252,False,6,92479,False,False,52,52,11,(Not uniquely) additive
2253,False,6,86602,False,False,52,52,11,(Not uniquely) additive
2254,False,6,80480,False,False,48,48,11,Non-additive
2255,False,6,56568,False,False,60,60,12,Non-additive
2256,False,6,44277,False,False,60,60,12,Non-additive
2257,False,6,93636,False,False,48,48,11,(Not uniquely) additive
2258,False,6,92659,False,False,48,48,11,(Not uniquely) additive
2259,False,6,67557,False,False,48,48,11,Non-additive
2260,False,6,70031,False,False,51,51,11,(Not uniquely) additive
2261,False,6,79536,False,False,48,48,11,(Not uniquely) additive
2262,False,6,74092,False,False,52,52,11,Non-additive
2263,False,6,58944,False,False,48,48,11,Non-additive
2264,False,6,111861,False,False,36,36,10,(Not uniquely) additive
2265,False,6,91784,False,False,48,48,11,(Not uniquely) additive
2266,False,6,44791,False,False,63,63,12,Non-additive
2267,False,6,62863,False,False,51,51,11,(Not uniquely) additive
2268,False,6,70217,False,False,55,55,11,(Not uniquely) additive
2269,False,6,92671,False,False,39,39,10,(Not uniquely) additive
2270,False,6,163380,False,False,45,45,11,(Not uniquely) additive
2271,False,6,76128,False,False,54,54,12,Non-additive
2272,False,6,108300,False,False,45,45,11,(Not uniquely) additive
2273,False,6,123766,False,False,60,60,12,(Not uniquely) additive
2274,False,6,63388,False,False,72,72,13,Non-additive
2275,False,6,88214,False,False,60,60,12,(Not uniquely) additive
2276,False,6,94721,False,False,60,60,12,Non-additive
2277,False,6,50474,False,False,72,72,13,Non-additive
2278,False,6,69649,False,False,60,60,12,Non-additive
2279,False,6,82416,False,False,60,60,12,(Not uniquely) additive
2280,False,6,48480,False,False,72,72,13,Non-additive
2281,False,6,43756,False,False,72,72,13,Non-additive
2282,False,6,39032,False,False,72,72,13,Non-additive
2283,False,6,65926,False,False,60,60,12,Non-additive
2284,False,6,91002,False,False,64,64,12,(Not uniquely) additive
2285,False,6,62463,False,False,64,64,12,Non-additive
2286,False,6,65424,False,False,60,60,12,(Not uniquely) additive
2287,False,6,66086,False,False,60,60,12,(Not uniquely) additive
2288,False,6,72090,False,False,64,64,12,Non-additive
2289,False,6,53791,False,False,64,64,12,Non-additive
2290,False,6,49804,False,False,60,60,12,Non-additive
2291,False,6,103062,False,False,48,48,11,(Not uniquely) additive
2292,False,6,83740,False,False,48,48,11,(Not uniquely) additive
2293,False,6,104386,False,False,48,48,11,(Not uniquely) additive
2294,False,6,136790,False,False,45,45,11,(Not uniquely) additive
2295,False,6,69436,False,False,54,54,12,Non-additive
2296,False,6,111486,False,False,45,45,11,(Not uniquely) additive
2297,False,6,173486,False,False,45,45,11,(Not uniquely) additive
2298,False,6,83756,False,False,54,54,12,Non-additive
2299,False,6,118174,False,False,45,45,11,(Not uniquely) additive
2300,False,6,144441,False,False,45,45,11,(Not uniquely) additive
2301,False,6,70842,False,False,54,54,12,Non-additive
2302,False,6,99609,False,False,45,45,11,(Not uniquely) additive
2303,False,6,52714,False,False,60,60,12,Non-additive
2304,False,6,66167,False,False,48,48,11,Non-additive
2305,False,6,43851,False,False,63,63,12,Non-additive
2306,False,6,78548,False,False,48,48,11,(Not uniquely) additive
2307,False,6,117453,False,False,45,45,11,(Not uniquely) additive
2308,False,6,61626,False,False,54,54,12,Non-additive
2309,False,6,66960,False,False,60,60,12,(Not uniquely) additive
2310,False,6,43680,False,False,72,72,13,Non-additive
2311,False,6,40080,False,False,72,72,13,Non-additive
2312,False,6,36480,False,False,72,72,13,Non-additive
2313,False,6,44355,False,False,63,63,12,Non-additive
2314,False,6,55368,False,False,60,60,12,Non-additive
2315,False,6,59592,False,False,64,64,12,(Not uniquely) additive
2316,False,6,56058,False,False,54,54,12,Non-additive
2317,False,6,39516,False,False,72,72,13,Non-additive
2318,False,6,35130,False,False,72,72,13,Non-additive
2319,False,6,34566,False,False,72,72,13,Non-additive
2320,False,6,53526,False,False,54,54,12,Non-additive
2321,False,6,61394,False,False,54,54,12,Non-additive
2322,False,6,56388,False,False,54,54,12,Non-additive
2323,False,6,49140,False,False,54,54,12,Non-additive
2324,False,6,32652,False,False,72,72,13,Non-additive
2325,False,6,45258,False,False,54,54,12,Non-additive
2326,False,6,44412,False,False,54,54,12,Non-additive
2327,False,6,50032,False,False,54,54,12,Non-additive
2328,False,6,40026,False,False,54,54,12,Non-additive
2329,False,6,37830,False,False,54,54,12,Non-additive
2330,False,6,34284,True,True,54,54,12,Non-additive
2331,False,6,95761,False,False,45,45,11,(Not uniquely) additive
2332,False,6,49862,False,False,60,60,12,Non-additive
2333,False,6,50304,False,False,64,64,12,Non-additive
2334,False,6,45037,False,False,60,60,12,Non-additive
2335,False,6,80155,False,False,45,45,11,Non-additive
2336,False,6,111461,False,False,45,45,11,(Not uniquely) additive
2337,False,6,92218,False,False,45,45,11,(Not uniquely) additive
2338,False,6,97419,False,False,46,46,11,(Not uniquely) additive
2339,False,6,75330,False,False,45,45,11,(Not uniquely) additive
2340,False,6,60985,False,False,45,45,11,Non-additive
2341,False,6,52726,False,False,45,45,11,Non-additive
2342,False,6,47901,False,False,45,45,11,Non-additive
2343,False,6,85317,False,False,45,45,11,(Not uniquely) additive
2344,False,6,57360,False,False,60,60,12,(Not uniquely) additive
2345,False,6,58152,False,False,60,60,12,(Not uniquely) additive
2346,False,6,52800,False,False,64,64,12,Non-additive
2347,False,6,45264,False,False,60,60,12,Non-additive
2348,False,6,80400,False,False,48,48,11,(Not uniquely) additive
2349,False,6,79608,False,False,48,48,11,(Not uniquely) additive
2350,False,6,68544,False,False,48,48,11,(Not uniquely) additive
2351,False,6,81192,False,False,48,48,11,(Not uniquely) additive
2352,False,6,96402,False,False,48,48,11,(Not uniquely) additive
2353,False,6,88633,False,False,45,45,11,(Not uniquely) additive
2354,False,6,63590,False,False,60,60,12,(Not uniquely) additive
2355,False,6,49116,False,False,64,64,12,Non-additive
2356,False,6,46251,False,False,60,60,12,Non-additive
2357,False,6,96595,False,False,45,45,11,(Not uniquely) additive
2358,False,6,85254,False,False,45,45,11,Non-additive
2359,False,6,42164,False,False,64,64,12,Non-additive
2360,False,6,83989,False,False,45,45,11,(Not uniquely) additive
2361,False,6,87370,False,False,45,45,11,(Not uniquely) additive
2362,False,6,65665,False,False,45,45,11,Non-additive
2363,False,6,64530,False,False,45,45,11,(Not uniquely) additive
2364,False,6,38454,False,False,60,60,12,Non-additive
2365,False,6,68041,False,False,45,45,11,(Not uniquely) additive
2366,False,6,76198,False,False,45,45,11,(Not uniquely) additive
2367,False,6,64964,False,False,45,45,11,(Not uniquely) additive
2368,False,6,49969,False,False,45,45,11,Non-additive
2369,False,6,49029,False,False,45,45,11,Non-additive
2370,False,6,52735,False,False,45,45,11,Non-additive
2371,False,6,38814,False,False,45,45,11,Non-additive
2372,False,6,84415,False,False,48,48,11,Non-additive
2373,False,6,66557,False,False,48,48,11,Non-additive
2374,False,6,69531,False,False,48,48,11,(Not uniquely) additive
2375,False,6,96217,False,False,48,48,11,(Not uniquely) additive
2376,False,6,61306,False,False,52,52,11,(Not uniquely) additive
2377,False,6,45342,False,False,51,51,11,Non-additive
2378,False,6,47316,False,False,51,51,11,Non-additive
2379,False,6,97401,False,False,33,33,10,(Not uniquely) additive
2380,False,6,84165,False,False,33,33,10,(Not uniquely) additive
2381,False,6,100167,False,False,33,33,10,(Not uniquely) additive
2382,False,6,166960,False,False,48,48,11,(Not uniquely) additive
2383,False,6,115536,False,False,48,48,11,(Not uniquely) additive
2384,False,6,70852,False,False,51,51,11,Non-additive
2385,False,6,166690,False,False,39,39,10,(Not uniquely) additive
2386,False,6,122181,False,False,48,48,11,(Not uniquely) additive
2387,False,6,93934,False,False,48,48,11,Non-additive
2388,False,6,140472,False,False,36,36,10,(Not uniquely) additive
2389,False,6,105844,False,False,64,64,12,(Not uniquely) additive
2390,False,6,71826,False,False,64,64,12,Non-additive
2391,False,6,113040,False,False,48,48,11,(Not uniquely) additive
2392,False,6,73070,False,False,64,64,12,Non-additive
2393,False,6,56574,False,False,68,68,12,Non-additive
2394,False,6,71976,False,False,64,64,12,(Not uniquely) additive
2395,False,6,87816,False,False,64,64,12,(Not uniquely) additive
2396,False,6,53948,False,False,64,64,12,Non-additive
2397,False,6,97628,False,False,52,52,11,(Not uniquely) additive
2398,False,6,102302,False,False,52,52,11,(Not uniquely) additive
2399,False,6,58404,False,False,64,64,12,Non-additive
2400,False,6,88824,False,False,48,48,11,Non-additive
2401,False,6,58117,False,False,68,68,12,Non-additive
2402,False,6,58872,False,False,64,64,12,Non-additive
2403,False,6,59728,False,False,64,64,12,Non-additive
2404,False,6,45530,False,False,64,64,12,Non-additive
2405,False,6,73532,False,False,52,52,11,Non-additive
2406,False,6,78352,False,False,52,52,11,Non-additive
2407,False,6,97805,False,False,52,52,11,(Not uniquely) additive
2408,False,6,73926,False,False,52,52,11,Non-additive
2409,False,6,82368,False,False,48,48,11,(Not uniquely) additive
2410,False,6,60576,False,False,48,48,11,Non-additive
2411,False,6,118044,False,False,36,36,10,(Not uniquely) additive
2412,False,6,66040,False,False,56,56,11,(Not uniquely) additive
2413,False,6,65747,False,False,52,52,11,(Not uniquely) additive
2414,False,6,111870,False,False,48,48,11,(Not uniquely) additive
2415,False,6,85966,False,False,48,48,11,Non-additive
2416,False,6,103426,False,False,48,48,11,(Not uniquely) additive
2417,False,6,91725,False,False,48,48,11,Non-additive
2418,False,6,78303,False,False,48,48,11,Non-additive
2419,False,6,50832,False,False,68,68,12,Non-additive
2420,False,6,46418,False,False,68,68,12,Non-additive
2421,False,6,40676,False,False,68,68,12,Non-additive
2422,False,6,78604,False,False,56,56,11,(Not uniquely) additive
2423,False,6,58766,False,False,56,56,11,Non-additive
2424,False,6,61048,False,False,56,56,11,(Not uniquely) additive
2425,False,6,82323,False,False,48,48,11,(Not uniquely) additive
2426,False,6,55560,False,False,64,64,12,(Not uniquely) additive
2427,False,6,60456,False,False,64,64,12,(Not uniquely) additive
2428,False,6,44040,False,False,64,64,12,Non-additive
2429,False,6,78984,False,False,52,52,11,(Not uniquely) additive
2430,False,6,66816,False,False,52,52,11,(Not uniquely) additive
2431,False,6,75266,False,False,48,48,11,(Not uniquely) additive
2432,False,6,95855,False,False,48,48,11,(Not uniquely) additive
2433,False,6,74864,False,False,64,64,12,(Not uniquely) additive
2434,False,6,47504,False,False,64,64,12,Non-additive
2435,False,6,88082,False,False,48,48,11,(Not uniquely) additive
2436,False,6,118899,False,False,48,48,11,(Not uniquely) additive
2437,False,6,72294,False,False,48,48,11,Non-additive
2438,False,6,80354,False,False,48,48,11,(Not uniquely) additive
2439,False,6,62505,False,False,48,48,11,(Not uniquely) additive
2440,False,6,37596,False,False,64,64,12,Non-additive
2441,False,6,57986,False,False,48,48,11,(Not uniquely) additive
2442,False,6,74605,False,False,48,48,11,(Not uniquely) additive
2443,False,6,55730,False,False,48,48,11,Non-additive
2444,False,6,47763,False,False,48,48,11,Non-additive
2445,False,6,58431,False,False,48,48,11,(Not uniquely) additive
2446,False,6,38097,False,False,48,48,11,Non-additive
2447,False,6,64337,False,False,55,55,11,(Not uniquely) additive
2448,False,6,56073,False,False,55,55,11,(Not uniquely) additive
2449,False,6,75506,False,False,52,52,11,(Not uniquely) additive
2450,False,6,51886,False,False,56,56,11,Non-additive
2451,False,6,53860,False,False,56,56,11,(Not uniquely) additive
2452,False,6,82707,False,False,36,36,10,(Not uniquely) additive
2453,False,6,127304,False,False,36,36,10,(Not uniquely) additive
2454,False,6,64673,False,False,56,56,11,Non-additive
2455,False,6,81292,False,False,52,52,11,(Not uniquely) additive
2456,False,6,74136,False,False,52,52,11,(Not uniquely) additive
2457,False,6,84222,False,False,56,56,11,Non-additive
2458,False,6,60538,False,False,56,56,11,Non-additive
2459,False,6,55837,False,False,52,52,11,Non-additive
2460,False,6,100519,False,False,40,40,10,(Not uniquely) additive
2461,False,6,152592,False,False,36,36,10,(Not uniquely) additive
2462,False,6,128376,False,False,36,36,10,(Not uniquely) additive
2463,False,6,75702,False,False,56,56,11,(Not uniquely) additive
2464,False,6,76872,False,False,52,52,11,(Not uniquely) additive
2465,False,6,57412,False,False,52,52,11,Non-additive
2466,False,6,106318,False,False,40,40,10,(Not uniquely) additive
2467,False,6,142467,False,False,33,33,10,(Not uniquely) additive
2468,False,6,109008,False,False,36,36,10,(Not uniquely) additive
2469,False,6,71040,False,False,48,48,11,(Not uniquely) additive
2470,False,6,54048,False,False,48,48,11,Non-additive
2471,False,6,117360,False,False,36,36,10,(Not uniquely) additive
2472,False,6,93312,False,False,36,36,10,(Not uniquely) additive
2473,False,6,98240,False,False,36,36,10,(Not uniquely) additive
2474,False,6,106584,False,False,36,36,10,(Not uniquely) additive
2475,False,6,79920,False,False,36,36,10,(Not uniquely) additive
2476,False,6,44256,False,False,48,48,11,Non-additive
2477,False,6,72752,False,False,36,36,10,(Not uniquely) additive
2478,False,6,79896,False,False,36,36,10,(Not uniquely) additive
2479,False,6,58032,False,False,36,36,10,Non-additive
2480,False,6,43344,False,False,36,36,10,Non-additive
2481,False,6,94367,False,False,39,39,10,(Not uniquely) additive
2482,False,6,75342,False,False,39,39,10,(Not uniquely) additive
2483,False,6,81596,False,False,40,40,10,(Not uniquely) additive
2484,False,6,121344,False,False,24,24,9,(Not uniquely) additive
2485,False,6,104454,False,False,60,60,12,(Not uniquely) additive
2486,False,6,58364,False,False,72,72,13,Non-additive
2487,False,6,79326,False,False,60,60,12,(Not uniquely) additive
2488,False,6,100288,False,False,48,48,11,(Not uniquely) additive
2489,False,6,57974,False,False,60,60,12,Non-additive
2490,False,6,80415,False,False,60,60,12,(Not uniquely) additive
2491,False,6,54502,False,False,72,72,13,Non-additive
2492,False,6,91191,False,False,60,60,12,(Not uniquely) additive
2493,False,6,92063,False,False,60,60,12,(Not uniquely) additive
2494,False,6,59246,False,False,72,72,13,Non-additive
2495,False,6,77287,False,False,60,60,12,(Not uniquely) additive
2496,False,6,36000,False,False,96,96,14,Non-additive
2497,False,6,46000,False,False,80,80,13,(Not uniquely) additive
2498,False,6,44000,False,False,80,80,13,(Not uniquely) additive
2499,False,6,44162,False,False,68,68,12,Non-additive
2500,False,6,40732,False,False,68,68,12,Non-additive
2501,False,6,44640,False,False,72,72,13,Non-additive
2502,False,6,46778,False,False,72,72,13,Non-additive
2503,False,6,42916,False,False,72,72,13,Non-additive
2504,False,6,57040,False,False,60,60,12,(Not uniquely) additive
2505,False,6,51785,False,False,60,60,12,Non-additive
2506,False,6,59344,False,False,63,63,12,(Not uniquely) additive
2507,False,6,58639,False,False,60,60,12,Non-additive
2508,False,6,54560,False,False,60,60,12,(Not uniquely) additive
2509,False,6,67161,False,False,60,60,12,(Not uniquely) additive
2510,False,6,61799,False,False,63,63,12,Non-additive
2511,False,6,46834,False,False,60,60,12,Non-additive
2512,False,6,55313,False,False,48,48,11,Non-additive
2513,False,6,50362,False,False,48,48,11,Non-additive
2514,False,6,68203,False,False,48,48,11,Non-additive
2515,False,6,95328,False,False,48,48,11,(Not uniquely) additive
2516,False,6,84832,False,False,48,48,11,Non-additive
2517,False,6,93527,False,False,51,51,11,(Not uniquely) additive
2518,False,6,102104,False,False,64,64,12,(Not uniquely) additive
2519,False,6,68910,False,False,64,64,12,Non-additive
2520,False,6,107912,False,False,48,48,11,(Not uniquely) additive
2521,False,6,53366,False,False,68,68,12,Non-additive
2522,False,6,52000,False,False,64,64,12,(Not uniquely) additive
2523,False,6,73622,False,False,64,64,12,(Not uniquely) additive
2524,False,6,40558,False,False,64,64,12,Non-additive
2525,False,6,46650,False,False,52,52,11,Non-additive
2526,False,6,92876,False,False,52,52,11,(Not uniquely) additive
2527,False,6,64480,False,False,48,48,11,(Not uniquely) additive
2528,False,6,40406,False,False,60,60,12,Non-additive
2529,False,6,50752,False,False,48,48,11,Non-additive
2530,False,6,46192,False,False,48,48,11,Non-additive
2531,False,6,56538,False,False,36,36,10,Non-additive
2532,False,6,106632,False,False,48,48,11,(Not uniquely) additive
2533,False,6,60542,False,False,60,60,12,Non-additive
2534,False,6,64983,False,False,60,60,12,Non-additive
2535,False,6,90896,False,False,48,48,11,(Not uniquely) additive
2536,False,6,54103,False,False,60,60,12,Non-additive
2537,False,6,101162,False,False,60,60,12,(Not uniquely) additive
2538,False,6,61012,False,False,72,72,13,Non-additive
2539,False,6,81178,False,False,60,60,12,(Not uniquely) additive
2540,False,6,86284,False,False,63,63,12,(Not uniquely) additive
2541,False,6,77928,False,False,60,60,12,(Not uniquely) additive
2542,False,6,50640,False,False,72,72,13,Non-additive
2543,False,6,69603,False,False,60,60,12,Non-additive
2544,False,6,42806,False,False,72,72,13,Non-additive
2545,False,6,64665,False,False,60,60,12,Non-additive
2546,False,6,43992,False,False,63,63,12,Non-additive
2547,False,6,66072,False,False,60,60,12,(Not uniquely) additive
2548,False,6,56667,False,False,60,60,12,Non-additive
2549,False,6,42903,False,False,63,63,12,Non-additive
2550,False,6,52818,False,False,60,60,12,Non-additive
2551,False,6,93793,False,False,48,48,11,(Not uniquely) additive
2552,False,6,80106,False,False,48,48,11,(Not uniquely) additive
2553,False,6,117863,False,False,48,48,11,(Not uniquely) additive
2554,False,6,101344,False,False,48,48,11,(Not uniquely) additive
2555,False,6,55642,False,False,60,60,12,Non-additive
2556,False,6,87358,False,False,52,52,11,(Not uniquely) additive
2557,False,6,78845,False,False,48,48,11,(Not uniquely) additive
2558,False,6,81504,False,False,48,48,11,(Not uniquely) additive
2559,False,6,50232,False,False,60,60,12,Non-additive
2560,False,6,70528,False,False,48,48,11,Non-additive
2561,False,6,49859,False,False,60,60,12,Non-additive
2562,False,6,42490,False,False,60,60,12,Non-additive
2563,False,6,42117,False,False,60,60,12,Non-additive
2564,False,6,61715,False,False,51,51,11,Non-additive
2565,False,6,72089,False,False,52,52,11,(Not uniquely) additive
2566,False,6,62720,False,False,48,48,11,Non-additive
2567,False,6,83828,False,False,48,48,11,(Not uniquely) additive
2568,False,6,54890,False,False,48,48,11,Non-additive
2569,False,6,41879,False,False,48,48,11,Non-additive
2570,False,6,108810,False,False,36,36,10,(Not uniquely) additive
2571,False,6,52256,False,False,51,51,11,Non-additive
2572,False,6,89622,False,False,48,48,11,Non-additive
2573,False,6,95752,False,False,48,48,11,(Not uniquely) additive
2574,False,6,62935,False,False,60,60,12,Non-additive
2575,False,6,87064,False,False,64,64,12,(Not uniquely) additive
2576,False,6,61767,False,False,64,64,12,Non-additive
2577,False,6,93208,False,False,48,48,11,(Not uniquely) additive
2578,False,6,49651,False,False,68,68,12,Non-additive
2579,False,6,40000,False,False,80,80,13,Non-additive
2580,False,6,50000,False,False,64,64,12,(Not uniquely) additive
2581,False,6,46822,False,False,68,68,12,Non-additive
2582,False,6,39962,False,False,68,68,12,Non-additive
2583,False,6,65695,False,False,64,64,12,(Not uniquely) additive
2584,False,6,39599,False,False,64,64,12,Non-additive
2585,False,6,47121,False,False,52,52,11,Non-additive
2586,False,6,82378,False,False,52,52,11,(Not uniquely) additive
2587,False,6,49600,False,False,60,60,12,Non-additive
2588,False,6,48737,False,False,60,60,12,Non-additive
2589,False,6,62000,False,False,48,48,11,(Not uniquely) additive
2590,False,6,40927,False,False,60,60,12,Non-additive
2591,False,6,69672,False,False,48,48,11,Non-additive
2592,False,6,66895,False,False,51,51,11,(Not uniquely) additive
2593,False,6,53744,False,False,48,48,11,Non-additive
2594,False,6,60799,False,False,48,48,11,Non-additive
2595,False,6,66184,False,False,48,48,11,Non-additive
2596,False,6,50897,False,False,48,48,11,Non-additive
2597,False,6,45584,False,False,48,48,11,Non-additive
2598,False,6,58401,False,False,36,36,10,Non-additive
2599,False,6,60480,False,False,60,60,12,(Not uniquely) additive
2600,False,6,51840,False,False,72,72,13,Non-additive
2601,False,6,34380,False,False,90,90,14,Non-additive
2602,False,6,40110,False,False,75,75,13,Non-additive
2603,False,6,40678,False,False,63,63,12,Non-additive
2604,False,6,65983,False,False,48,48,11,Non-additive
2605,False,6,95268,False,False,48,48,11,Non-additive
2606,False,6,52529,False,False,52,52,11,Non-additive
2607,False,6,104776,False,False,48,48,11,(Not uniquely) additive
2608,False,6,57619,False,False,60,60,12,Non-additive
2609,False,6,63455,False,False,48,48,11,Non-additive
2610,False,6,69120,False,False,48,48,11,(Not uniquely) additive
2611,False,6,45840,False,False,60,60,12,Non-additive
2612,False,6,44455,False,False,60,60,12,Non-additive
2613,False,6,37683,False,False,60,60,12,Non-additive
2614,False,6,57272,False,False,48,48,11,Non-additive
2615,False,6,68527,False,False,52,52,11,(Not uniquely) additive
2616,False,6,66624,False,False,48,48,11,Non-additive
2617,False,6,68896,False,False,48,48,11,Non-additive
2618,False,6,45887,False,False,48,48,11,Non-additive
2619,False,6,37349,False,False,48,48,11,Non-additive
2620,False,6,71631,False,False,36,36,10,Non-additive
2621,False,6,114600,False,False,36,36,10,Non-additive
2622,False,6,66521,False,False,48,48,11,Non-additive
2623,False,6,132583,False,False,45,45,11,(Not uniquely) additive
2624,False,6,76014,False,False,54,54,12,Non-additive
