ID,Centrally symmetric,Dimension,Degree,Zero barycentre,Zero dual barycentre,Volume,# Vertices,# Facets,Class
2625,False,6,85663,False,False,45,45,11,Non-additive
2626,False,6,142232,False,False,36,36,10,(Not uniquely) additive
2627,False,6,44640,False,False,96,96,14,Non-additive
2628,False,6,52080,False,False,80,80,13,(Not uniquely) additive
2629,False,6,56556,False,False,68,68,12,Non-additive
2630,False,6,37350,False,False,96,96,14,Non-additive
2631,False,6,43575,False,False,80,80,13,Non-additive
2632,False,6,45450,False,False,68,68,12,Non-additive
2633,False,6,50400,False,False,72,72,13,Non-additive
2634,False,6,58800,False,False,60,60,12,(Not uniquely) additive
2635,False,6,64026,False,False,60,60,12,Non-additive
2636,False,6,65802,False,False,48,48,11,Non-additive
2637,False,6,33120,False,False,102,102,14,Non-additive
2638,False,6,38640,False,False,85,85,13,Non-additive
2639,False,6,39123,False,False,73,73,12,Non-additive
2640,False,6,36000,False,False,96,96,14,Non-additive
2641,False,6,42000,False,False,80,80,13,(Not uniquely) additive
2642,False,6,64856,False,False,65,65,12,(Not uniquely) additive
2643,False,6,44264,False,False,78,78,13,Non-additive
2644,False,6,38970,False,False,96,96,14,Non-additive
2645,False,6,30330,False,False,96,96,14,Non-additive
2646,False,6,40500,False,False,78,78,13,Non-additive
2647,False,6,45465,False,False,80,80,13,(Not uniquely) additive
2648,False,6,35385,False,False,80,80,13,Non-additive
2649,False,6,56704,False,False,65,65,12,(Not uniquely) additive
2650,False,6,47250,False,False,65,65,12,(Not uniquely) additive
2651,False,6,47584,False,False,65,65,12,Non-additive
2652,False,6,43392,False,False,68,68,12,Non-additive
2653,False,6,68584,False,False,64,64,12,(Not uniquely) additive
2654,False,6,52399,False,False,64,64,12,Non-additive
2655,False,6,46000,False,False,64,64,12,(Not uniquely) additive
2656,False,6,55273,False,False,64,64,12,(Not uniquely) additive
2657,False,6,37585,False,False,64,64,12,Non-additive
2658,False,6,47916,False,False,68,68,12,Non-additive
2659,False,6,51784,False,False,49,49,11,Non-additive
2660,False,6,47610,False,False,78,78,13,Non-additive
2661,False,6,55545,False,False,65,65,12,(Not uniquely) additive
2662,False,6,61080,False,False,53,53,11,Non-additive
2663,False,6,91628,False,False,48,48,11,(Not uniquely) additive
2664,False,6,58467,False,False,48,48,11,Non-additive
2665,False,6,44640,False,False,72,72,13,Non-additive
2666,False,6,52080,False,False,60,60,12,(Not uniquely) additive
2667,False,6,53688,False,False,60,60,12,Non-additive
2668,False,6,93953,False,False,45,45,11,(Not uniquely) additive
2669,False,6,60866,False,False,54,54,12,Non-additive
2670,False,6,36000,False,False,72,72,13,Non-additive
2671,False,6,53460,False,False,54,54,12,Non-additive
2672,False,6,42000,False,False,60,60,12,Non-additive
2673,False,6,37359,False,False,63,63,12,Non-additive
2674,False,6,79177,False,False,45,45,11,(Not uniquely) additive
2675,False,6,62370,False,False,45,45,11,(Not uniquely) additive
2676,False,6,64825,False,False,45,45,11,Non-additive
2677,False,6,62225,False,False,45,45,11,Non-additive
2678,False,6,88299,False,False,48,48,11,(Not uniquely) additive
2679,False,6,57377,False,False,48,48,11,Non-additive
2680,False,6,66184,False,False,48,48,11,Non-additive
2681,False,6,55848,False,False,48,48,11,Non-additive
2682,False,6,75064,False,False,48,48,11,(Not uniquely) additive
2683,False,6,57040,False,False,48,48,11,(Not uniquely) additive
2684,False,6,43936,False,False,48,48,11,Non-additive
2685,False,6,56193,False,False,53,53,11,(Not uniquely) additive
2686,False,6,69241,False,False,33,33,10,Non-additive
2687,False,6,104176,False,False,48,48,11,(Not uniquely) additive
2688,False,6,109313,False,False,48,48,11,(Not uniquely) additive
2689,False,6,72600,False,False,51,51,11,(Not uniquely) additive
2690,False,6,45035,False,False,60,60,12,Non-additive
2691,False,6,73623,False,False,48,48,11,(Not uniquely) additive
2692,False,6,62594,False,False,48,48,11,Non-additive
2693,False,6,47100,False,False,48,48,11,Non-additive
2694,False,6,80976,False,False,48,48,11,(Not uniquely) additive
2695,False,6,71832,False,False,48,48,11,Non-additive
2696,False,6,47091,False,False,51,51,11,Non-additive
2697,False,6,46272,False,False,51,51,11,Non-additive
2698,False,6,99441,False,False,36,36,10,(Not uniquely) additive
2699,False,6,68733,False,False,54,54,11,Non-additive
2700,False,6,43346,False,False,63,63,12,Non-additive
2701,False,6,42354,False,False,54,54,11,Non-additive
2702,False,6,70143,False,False,39,39,10,Non-additive
2703,False,6,44705,False,False,54,54,11,Non-additive
2704,False,6,85438,False,False,45,45,11,Non-additive
2705,False,6,175168,False,False,36,36,10,(Not uniquely) additive
2706,False,6,96494,False,False,48,48,11,Non-additive
2707,False,6,75096,False,False,48,48,11,Non-additive
2708,False,6,91554,False,False,39,39,10,Non-additive
2709,False,6,121965,False,False,48,48,11,(Not uniquely) additive
2710,False,6,88164,False,False,48,48,11,Non-additive
2711,False,6,135608,False,False,36,36,10,(Not uniquely) additive
2712,False,6,109704,False,False,64,64,12,(Not uniquely) additive
2713,False,6,69828,False,False,64,64,12,Non-additive
2714,False,6,114216,False,False,48,48,11,(Not uniquely) additive
2715,False,6,63952,False,False,64,64,12,Non-additive
2716,False,6,47414,False,False,68,68,12,Non-additive
2717,False,6,59520,False,False,64,64,12,(Not uniquely) additive
2718,False,6,84946,False,False,64,64,12,(Not uniquely) additive
2719,False,6,43622,False,False,64,64,12,Non-additive
2720,False,6,60554,False,False,52,52,11,Non-additive
2721,False,6,70070,False,False,64,64,12,Non-additive
2722,False,6,51542,False,False,64,64,12,Non-additive
2723,False,6,79848,False,False,48,48,11,Non-additive
2724,False,6,52300,False,False,68,68,12,Non-additive
2725,False,6,49800,False,False,64,64,12,Non-additive
2726,False,6,54071,False,False,64,64,12,Non-additive
2727,False,6,38327,False,False,64,64,12,Non-additive
2728,False,6,49274,False,False,52,52,11,Non-additive
2729,False,6,91757,False,False,52,52,11,(Not uniquely) additive
2730,False,6,64516,False,False,52,52,11,Non-additive
2731,False,6,67200,False,False,48,48,11,(Not uniquely) additive
2732,False,6,44870,False,False,60,60,12,Non-additive
2733,False,6,67040,False,False,48,48,11,Non-additive
2734,False,6,47760,False,False,48,48,11,Non-additive
2735,False,6,69930,False,False,36,36,10,Non-additive
2736,False,6,69476,False,False,56,56,11,(Not uniquely) additive
2737,False,6,60799,False,False,52,52,11,(Not uniquely) additive
2738,False,6,51793,False,False,68,68,12,Non-additive
2739,False,6,72024,False,False,64,64,12,(Not uniquely) additive
2740,False,6,79624,False,False,64,64,12,Non-additive
2741,False,6,92818,False,False,64,64,12,(Not uniquely) additive
2742,False,6,55138,False,False,64,64,12,Non-additive
2743,False,6,94669,False,False,52,52,11,(Not uniquely) additive
2744,False,6,56079,False,False,68,68,12,Non-additive
2745,False,6,54624,False,False,64,64,12,Non-additive
2746,False,6,55542,False,False,64,64,12,Non-additive
2747,False,6,53227,False,False,64,64,12,Non-additive
2748,False,6,43899,False,False,64,64,12,Non-additive
2749,False,6,64221,False,False,52,52,11,Non-additive
2750,False,6,96418,False,False,52,52,11,(Not uniquely) additive
2751,False,6,62555,False,False,52,52,11,Non-additive
2752,False,6,78504,False,False,48,48,11,(Not uniquely) additive
2753,False,6,84808,False,False,48,48,11,Non-additive
2754,False,6,59304,False,False,48,48,11,Non-additive
2755,False,6,67068,False,False,52,52,11,Non-additive
2756,False,6,106461,False,False,36,36,10,(Not uniquely) additive
2757,False,6,81633,False,False,55,55,11,(Not uniquely) additive
2758,False,6,55631,False,False,55,55,11,Non-additive
2759,False,6,98733,False,False,48,48,11,(Not uniquely) additive
2760,False,6,70746,False,False,48,48,11,Non-additive
2761,False,6,44160,False,False,68,68,12,Non-additive
2762,False,6,40905,False,False,68,68,12,Non-additive
2763,False,6,35894,False,False,68,68,12,Non-additive
2764,False,6,56506,False,False,56,56,11,Non-additive
2765,False,6,43049,False,False,56,56,11,Non-additive
2766,False,6,43950,False,False,56,56,11,Non-additive
2767,False,6,45936,False,False,68,68,12,Non-additive
2768,False,6,74208,False,False,56,56,11,(Not uniquely) additive
2769,False,6,40311,False,False,68,68,12,Non-additive
2770,False,6,38833,False,False,68,68,12,Non-additive
2771,False,6,66875,False,False,56,56,11,(Not uniquely) additive
2772,False,6,50038,False,False,56,56,11,Non-additive
2773,False,6,44386,False,False,56,56,11,Non-additive
2774,False,6,37412,False,False,68,68,12,Non-additive
2775,False,6,65250,False,False,49,49,11,Non-additive
2776,False,6,72321,False,False,48,48,11,(Not uniquely) additive
2777,False,6,48000,False,False,64,64,12,(Not uniquely) additive
2778,False,6,57768,False,False,64,64,12,(Not uniquely) additive
2779,False,6,38640,False,False,64,64,12,Non-additive
2780,False,6,55104,False,False,52,52,11,Non-additive
2781,False,6,47592,False,False,52,52,11,Non-additive
2782,False,6,69144,False,False,52,52,11,(Not uniquely) additive
2783,False,6,51960,False,False,64,64,12,(Not uniquely) additive
2784,False,6,44000,False,False,64,64,12,Non-additive
2785,False,6,40440,False,False,64,64,12,Non-additive
2786,False,6,68176,False,False,52,52,11,(Not uniquely) additive
2787,False,6,54000,False,False,52,52,11,(Not uniquely) additive
2788,False,6,50904,False,False,52,52,11,Non-additive
2789,False,6,91064,False,False,48,48,11,(Not uniquely) additive
2790,False,6,130659,False,False,48,48,11,(Not uniquely) additive
2791,False,6,65767,False,False,48,48,11,Non-additive
2792,False,6,73968,False,False,48,48,11,(Not uniquely) additive
2793,False,6,54000,False,False,48,48,11,(Not uniquely) additive
2794,False,6,69695,False,False,48,48,11,(Not uniquely) additive
2795,False,6,51600,False,False,48,48,11,Non-additive
2796,False,6,43599,False,False,48,48,11,Non-additive
2797,False,6,46712,False,False,55,55,11,Non-additive
2798,False,6,59338,False,False,55,55,11,(Not uniquely) additive
2799,False,6,69232,False,False,55,55,11,(Not uniquely) additive
2800,False,6,40261,False,False,55,55,11,Non-additive
2801,False,6,52391,False,False,52,52,11,Non-additive
2802,False,6,68198,False,False,52,52,11,(Not uniquely) additive
2803,False,6,41269,False,False,56,56,11,Non-additive
2804,False,6,46399,False,False,56,56,11,Non-additive
2805,False,6,40371,False,False,52,52,11,Non-additive
2806,False,6,58063,False,False,36,36,10,Non-additive
2807,False,6,57283,False,False,56,56,11,(Not uniquely) additive
2808,False,6,62897,False,False,52,52,11,(Not uniquely) additive
2809,False,6,90254,False,False,39,39,10,(Not uniquely) additive
2810,False,6,69164,False,False,53,53,11,(Not uniquely) additive
2811,False,6,62368,False,False,41,41,10,(Not uniquely) additive
2812,False,6,170512,False,False,36,36,10,(Not uniquely) additive
2813,False,6,120520,False,False,36,36,10,(Not uniquely) additive
2814,False,6,68501,False,False,56,56,11,(Not uniquely) additive
2815,False,6,63480,False,False,52,52,11,(Not uniquely) additive
2816,False,6,46426,False,False,52,52,11,Non-additive
2817,False,6,65353,False,False,40,40,10,Non-additive
2818,False,6,44131,False,False,68,68,12,Non-additive
2819,False,6,52580,False,False,56,56,11,Non-additive
2820,False,6,71880,False,False,52,52,11,(Not uniquely) additive
2821,False,6,74443,False,False,52,52,11,Non-additive
2822,False,6,51466,False,False,56,56,11,Non-additive
2823,False,6,55685,False,False,52,52,11,Non-additive
2824,False,6,93062,False,False,40,40,10,(Not uniquely) additive
2825,False,6,46403,False,False,48,48,11,Non-additive
2826,False,6,92679,False,False,33,33,10,Non-additive
2827,False,6,94320,False,False,36,36,10,(Not uniquely) additive
2828,False,6,59520,False,False,48,48,11,(Not uniquely) additive
2829,False,6,41448,False,False,60,60,12,Non-additive
2830,False,6,56736,False,False,48,48,11,Non-additive
2831,False,6,44976,False,False,48,48,11,Non-additive
2832,False,6,73200,False,False,36,36,10,Non-additive
2833,False,6,60264,False,False,36,36,10,Non-additive
2834,False,6,97488,False,False,36,36,10,(Not uniquely) additive
2835,False,6,54560,False,False,48,48,11,Non-additive
2836,False,6,48000,False,False,48,48,11,Non-additive
2837,False,6,36315,False,False,60,60,12,Non-additive
2838,False,6,45839,False,False,51,51,11,Non-additive
2839,False,6,51089,False,False,52,52,11,Non-additive
2840,False,6,97912,False,False,36,36,10,(Not uniquely) additive
2841,False,6,51799,False,False,52,52,11,Non-additive
2842,False,6,71280,False,False,36,36,10,(Not uniquely) additive
2843,False,6,80536,False,False,36,36,10,(Not uniquely) additive
2844,False,6,68784,False,False,36,36,10,Non-additive
2845,False,6,44399,False,False,51,51,11,Non-additive
2846,False,6,98168,False,False,36,36,10,(Not uniquely) additive
2847,False,6,66960,False,False,36,36,10,(Not uniquely) additive
2848,False,6,40800,False,False,48,48,11,Non-additive
2849,False,6,39584,False,False,48,48,11,Non-additive
2850,False,6,72824,False,False,36,36,10,(Not uniquely) additive
2851,False,6,50544,False,False,36,36,10,Non-additive
2852,False,6,43344,False,False,36,36,10,Non-additive
2853,False,6,59807,False,False,39,39,10,Non-additive
2854,False,6,62158,False,False,39,39,10,Non-additive
2855,False,6,48499,False,False,39,39,10,Non-additive
2856,False,6,55646,False,False,40,40,10,Non-additive
2857,False,6,71045,False,False,40,40,10,(Not uniquely) additive
2858,False,6,49491,False,False,36,36,10,Non-additive
2859,False,6,76288,False,False,24,24,9,Non-additive
2860,False,6,119856,False,False,36,36,10,(Not uniquely) additive
2861,False,6,77939,False,False,39,39,10,Non-additive
2862,False,6,87120,False,False,36,36,10,Non-additive
2863,False,6,176850,False,False,27,27,9,(Not uniquely) additive
2864,False,6,131063,False,False,39,39,10,(Not uniquely) additive
2865,False,6,86192,False,False,51,51,11,Non-additive
2866,False,6,79726,False,False,43,43,10,(Not uniquely) additive
2867,False,6,79951,False,False,39,39,10,(Not uniquely) additive
2868,False,6,49490,False,False,51,51,11,Non-additive
2869,False,6,94018,False,False,39,39,10,(Not uniquely) additive
2870,False,6,95312,False,False,36,36,10,(Not uniquely) additive
2871,False,6,48319,False,False,51,51,11,Non-additive
2872,False,6,41983,False,False,51,51,11,Non-additive
2873,False,6,90071,False,False,39,39,10,(Not uniquely) additive
2874,False,6,54319,False,False,39,39,10,Non-additive
2875,False,6,36632,False,False,51,51,11,Non-additive
2876,False,6,43375,False,False,39,39,10,Non-additive
2877,False,6,98847,False,False,27,27,9,(Not uniquely) additive
2878,False,6,164688,False,False,36,36,10,(Not uniquely) additive
2879,False,6,77436,False,False,45,45,11,Non-additive
2880,False,6,139960,False,False,36,36,10,(Not uniquely) additive
2881,False,6,72606,False,False,45,45,11,Non-additive
2882,False,6,120360,False,False,48,48,11,(Not uniquely) additive
2883,False,6,86171,False,False,48,48,11,Non-additive
2884,False,6,83376,False,False,48,48,11,(Not uniquely) additive
2885,False,6,96576,False,False,48,48,11,(Not uniquely) additive
2886,False,6,62089,False,False,48,48,11,Non-additive
2887,False,6,112156,False,False,39,39,10,(Not uniquely) additive
2888,False,6,125360,False,False,48,48,11,(Not uniquely) additive
2889,False,6,64982,False,False,60,60,12,Non-additive
2890,False,6,92866,False,False,52,52,11,(Not uniquely) additive
2891,False,6,96136,False,False,48,48,11,Non-additive
2892,False,6,51889,False,False,60,60,12,Non-additive
2893,False,6,63969,False,False,52,52,11,Non-additive
2894,False,6,73162,False,False,48,48,11,(Not uniquely) additive
2895,False,6,84192,False,False,48,48,11,(Not uniquely) additive
2896,False,6,50256,False,False,60,60,12,Non-additive
2897,False,6,68816,False,False,48,48,11,Non-additive
2898,False,6,46646,False,False,60,60,12,Non-additive
2899,False,6,41260,False,False,60,60,12,Non-additive
2900,False,6,93048,False,False,52,52,11,(Not uniquely) additive
2901,False,6,64330,False,False,52,52,11,Non-additive
2902,False,6,75337,False,False,48,48,11,(Not uniquely) additive
2903,False,6,92404,False,False,48,48,11,(Not uniquely) additive
2904,False,6,63687,False,False,48,48,11,Non-additive
2905,False,6,53270,False,False,48,48,11,Non-additive
2906,False,6,40002,False,False,48,48,11,Non-additive
2907,False,6,107190,False,False,36,36,10,(Not uniquely) additive
2908,False,6,61560,False,False,52,52,11,(Not uniquely) additive
2909,False,6,69296,False,False,52,52,11,(Not uniquely) additive
2910,False,6,74181,False,False,37,37,10,(Not uniquely) additive
